Unnamed_0,ID,rooms_qnty,metro_station_rating,time_to_metro,apart_area,floor,house_type,parking,price,repairs,balcony,bathroom,animals_kids,room_furn,kitch_furn,fridge,washing_mach,internet,ceil_height,elevator
49,274289253,3,2,7,85.0,7,2,0,150000.0,3,1,0,0,1,1,1,0,0,3.06,0
50,274150874,5,2,4,150.0,4,2,0,250000.0,3,0,0,0,1,1,1,1,0,3.06,0
51,274849686,4,2,5,142.0,12,2,1,350000.0,2,0,2,0,1,1,1,1,1,3.2,1
52,274315381,5,2,6,222.0,7,2,0,450000.0,2,2,0,2,1,1,1,1,1,3.06,1
53,273779074,2,2,7,60.0,3,2,0,120000.0,1,0,1,2,1,0,0,1,1,3.6,1
54,274217247,3,2,8,103.0,2,2,0,120000.0,1,0,1,1,0,0,0,1,1,3.8,0
55,272156997,5,1,5,170.0,5,2,1,175000.0,2,0,2,2,1,1,1,1,1,3.2,1
56,274617827,5,1,8,200.0,3,2,0,190000.0,2,0,0,2,0,1,1,1,0,3.06,0
57,274252871,3,2,5,105.0,6,4,1,240000.0,1,2,4,2,1,1,1,1,1,3.0,1
58,269132104,1,2,10,60.0,2,5,1,250000.0,2,0,1,1,1,1,1,1,1,3.0,1
59,273911217,5,2,6,155.0,4,2,0,250000.0,3,0,0,0,1,1,1,1,1,3.06,1
60,269716469,3,2,5,134.0,8,5,1,300000.0,2,0,2,2,1,1,1,1,1,3.0,1
61,274137125,5,1,9,214.6,3,2,1,500000.0,3,0,4,2,1,1,1,1,1,3.06,1
62,274140104,5,2,5,204.0,2,4,1,500000.0,1,0,4,2,0,0,0,1,1,3.2,1
63,271258034,5,2,9,180.0,7,2,0,500000.0,2,2,0,1,1,1,1,1,1,3.06,1
64,166833883,6,2,6,260.0,6,2,0,590000.0,3,8,5,2,1,1,1,1,1,3.06,1
65,273798495,4,2,6,237.1,7,4,0,650000.0,3,2,4,0,1,1,1,1,1,3.06,1
66,274810876,4,2,4,215.0,5,2,1,700000.0,2,0,3,0,1,1,1,1,1,3.06,0
67,274199925,3,2,9,100.0,2,2,0,115000.0,1,0,0,1,1,1,1,1,0,3.06,0
68,274223065,2,2,8,60.0,3,2,0,120000.0,3,0,0,0,1,1,1,1,1,3.06,0
69,271264562,5,1,5,170.0,5,2,1,175000.0,2,0,2,2,0,1,1,1,1,3.2,1
70,272632345,3,2,6,98.0,6,2,0,185000.0,1,0,2,0,0,0,0,0,1,3.0,1
71,274018110,2,2,5,175.0,3,5,1,200000.0,1,0,4,0,0,0,0,0,1,3.1,1
72,274029603,4,2,5,180.0,3,2,0,350000.0,2,0,3,1,1,1,1,1,1,3.06,1
73,274548856,4,2,6,132.0,12,5,1,350000.0,3,0,2,2,1,1,1,1,0,3.06,1
74,271766412,6,2,4,228.0,3,2,0,400000.0,2,1,2,0,0,1,1,1,1,3.06,1
75,269165004,3,2,2,92.3,3,5,1,470000.0,1,0,4,0,1,1,1,1,1,4.2,1
76,274105576,5,2,5,204.0,2,2,1,500000.0,2,1,4,2,1,1,1,1,1,3.2,1
77,273785180,4,2,4,160.0,26,2,0,650000.0,2,0,3,2,1,1,1,1,1,3.2,1
78,273785183,4,2,4,140.0,25,2,0,650000.0,2,0,3,2,1,1,1,1,1,3.2,1
79,273785185,4,2,4,140.0,25,2,0,700000.0,2,3,3,2,1,1,1,0,1,3.2,1
80,274528249,1,2,3,45.0,6,2,1,120000.0,3,1,1,0,1,1,1,1,1,3.06,1
81,274431438,3,2,3,65.0,7,2,1,130000.0,2,0,1,2,1,1,1,1,1,3.2,1
82,274064272,3,2,5,87.0,4,2,0,140000.0,2,0,2,0,1,1,1,1,1,3.06,1
83,273078340,3,2,6,90.0,7,2,0,145000.0,3,1,1,2,1,1,1,1,1,3.0,1
84,274359655,4,2,7,180.0,3,2,1,350000.0,2,0,6,0,0,1,1,1,1,3.06,1
85,272226556,4,2,10,180.0,2,2,0,400000.0,3,1,0,1,1,1,1,1,0,3.06,0
86,273114736,4,2,5,170.0,4,2,0,650000.0,3,2,0,2,1,1,1,1,1,3.06,0
87,274319903,3,2,3,75.0,9,2,1,99000.0,1,0,2,2,1,1,1,1,1,3.06,1
88,273427928,3,2,11,87.0,3,2,0,100000.0,3,0,1,1,1,1,0,1,0,3.06,1
89,274296188,3,2,8,105.0,9,2,1,180000.0,1,1,2,1,1,1,1,1,1,3.0,1
90,272887177,3,2,5,99.0,3,2,1,200000.0,1,2,2,1,1,0,0,1,1,3.2,1
91,269319175,1,2,7,60.0,2,4,1,250000.0,1,0,1,1,1,0,0,1,1,3.5,1
92,269687656,4,2,6,140.0,4,2,0,280000.0,2,0,2,0,1,1,1,1,1,3.06,1
93,274501292,3,2,9,120.0,3,2,0,300000.0,3,0,2,2,1,1,0,0,0,3.06,1
94,261980888,3,2,6,133.0,5,4,1,400000.0,1,0,2,1,1,0,0,1,1,2.8,1
95,272567246,4,2,4,180.0,2,5,0,400000.0,1,1,3,2,1,1,1,1,0,3.06,1
96,274930877,4,1,5,219.0,5,4,1,450000.0,1,2,4,0,0,0,0,1,1,3.06,0
97,273576298,3,1,6,130.0,3,2,1,450000.0,1,1,2,1,1,0,0,1,1,3.06,0
98,271108834,5,2,8,180.0,7,5,1,500000.0,3,1,4,1,1,1,1,1,1,3.0,1
99,256631457,4,2,8,190.0,7,2,1,520000.0,1,1,2,1,0,0,0,1,1,3.2,1
100,271988698,3,2,9,174.0,10,4,0,550000.0,3,0,3,2,1,1,1,1,1,3.06,1
101,271305644,6,2,12,336.0,4,2,0,590000.0,3,0,0,0,0,1,1,0,0,3.06,0
102,271097684,4,2,2,170.0,4,4,1,650000.0,3,3,4,2,1,1,1,1,1,3.06,1
103,273106501,6,0,5,338.0,5,2,1,650000.0,1,0,3,2,0,0,0,1,1,3.2,1
104,274066192,2,2,8,52.0,11,1,1,80000.0,1,0,1,1,1,0,0,1,1,3.06,0
105,273763131,3,2,4,91.0,9,2,0,95000.0,0,0,2,0,1,1,1,1,1,3.06,1
106,273684904,2,2,9,56.0,7,1,1,105000.0,1,1,2,2,1,0,0,1,1,3.06,1
107,271542995,3,2,8,80.0,5,2,1,120000.0,1,2,1,0,1,0,0,1,1,3.2,1
108,273012299,2,2,8,94.0,5,2,0,135000.0,1,0,1,0,1,0,0,1,1,3.2,1
109,270282698,2,2,7,40.0,21,4,0,135000.0,1,0,3,1,1,0,0,1,1,3.0,1
110,274336333,3,2,9,94.0,4,2,1,145000.0,2,0,2,1,1,1,1,1,1,5.5,0
111,272244255,3,2,6,90.0,4,2,1,145000.0,1,0,2,0,1,0,0,1,1,3.06,0
112,272701749,2,1,7,120.0,4,2,1,165000.0,1,0,1,0,1,0,0,1,1,3.0,0
113,271204399,5,1,7,170.0,5,2,0,175000.0,2,0,0,0,1,1,1,1,1,3.06,1
114,274879736,3,2,5,140.0,4,2,1,180000.0,1,0,2,2,1,1,1,1,1,3.2,1
115,271827359,1,2,7,41.0,10,2,0,180000.0,3,0,0,0,1,1,1,0,1,3.06,0
116,256631941,3,2,7,120.0,4,2,1,190000.0,1,0,2,2,1,0,0,1,1,3.0,1
117,272917777,3,2,10,95.0,3,4,1,200000.0,2,1,4,0,1,1,1,1,1,3.06,1
118,252536547,4,0,4,130.0,4,2,0,220000.0,1,0,2,2,1,1,1,1,1,3.06,1
119,274434108,3,2,7,70.0,24,1,0,230000.0,3,0,2,1,1,1,1,1,1,3.06,1
120,272559990,1,2,7,63.0,2,2,0,270000.0,3,0,0,0,1,1,0,0,0,3.06,0
121,269465572,4,1,7,189.0,2,2,1,330000.0,2,1,4,0,1,1,1,1,1,3.06,1
122,263779667,2,2,4,120.0,2,2,1,330000.0,1,0,3,0,1,0,0,1,1,3.8,1
123,272128059,4,2,9,212.0,6,2,0,350000.0,3,0,2,2,0,1,1,1,1,3.06,1
124,224335583,4,2,12,111.0,9,2,0,350000.0,2,2,4,2,1,1,1,1,1,3.06,0
125,271627634,2,2,7,92.0,3,2,0,350000.0,3,0,0,0,1,1,1,1,0,3.06,0
126,274700592,4,2,4,132.0,12,2,0,350000.0,0,0,2,0,1,1,1,1,1,3.06,1
127,273231375,4,2,5,202.0,3,2,0,360000.0,3,0,0,0,1,1,1,1,0,3.06,0
128,271586905,2,2,7,123.0,7,2,0,400000.0,3,0,0,0,1,1,1,0,0,3.06,0
129,274315960,3,2,10,130.0,3,2,0,450000.0,3,1,0,1,1,1,1,1,0,3.06,0
130,272845144,3,2,15,180.0,6,2,0,450000.0,3,0,0,0,1,1,1,1,0,3.06,0
131,274743086,5,1,4,220.0,4,4,0,450000.0,2,1,4,2,1,1,1,1,1,3.06,1
132,271776317,4,2,6,180.0,6,2,0,450000.0,2,0,2,2,1,1,1,1,1,3.06,1
133,267884643,4,2,15,206.0,3,5,1,470000.0,3,0,4,1,1,1,1,1,1,3.2,1
134,274252226,5,2,6,215.0,2,4,1,500000.0,2,0,8,2,0,1,1,1,1,3.06,1
135,273970263,4,2,7,195.0,7,2,1,520000.0,3,1,2,0,1,1,1,1,1,3.2,1
136,269515978,4,2,4,186.0,4,2,1,590000.0,1,0,2,1,1,0,0,1,1,3.2,1
137,267915862,6,2,5,336.0,4,2,0,590000.0,3,0,4,2,0,1,1,1,0,3.06,1
138,273687210,6,2,4,380.0,5,2,0,650000.0,2,0,6,2,1,1,1,1,1,3.06,1
139,274009456,2,2,5,53.0,11,2,0,80000.0,2,0,1,0,1,1,1,1,1,3.2,1
140,274723871,2,2,10,53.0,5,1,1,80000.0,2,0,2,1,1,1,1,1,0,2.5,1
141,274548003,2,2,6,60.0,23,2,1,90000.0,1,0,1,2,1,1,1,1,1,3.06,1
142,229808794,1,2,9,30.0,21,2,1,95000.0,3,0,1,0,1,1,1,1,1,3.06,1
143,274903280,3,2,6,80.0,2,2,0,100000.0,2,0,0,1,1,1,1,1,1,3.06,1
144,271439388,3,2,5,68.0,5,2,1,100000.0,2,1,1,2,1,1,1,1,1,2.8,1
145,273474991,2,2,10,55.0,7,6,1,105000.0,2,2,2,2,1,1,1,1,1,2.8,1
146,274135582,2,2,2,55.0,8,2,1,110000.0,2,0,1,2,1,1,1,1,1,3.2,1
147,274880892,3,2,9,103.0,2,2,0,120000.0,3,0,1,2,0,1,1,1,1,3.06,0
148,271716464,3,2,10,80.0,5,2,0,120000.0,2,1,0,0,1,1,1,1,1,3.06,1
149,271249218,2,2,5,65.0,1,2,1,130000.0,3,0,1,1,1,1,1,1,1,3.0,1
150,274012210,2,2,5,98.0,5,2,1,135000.0,2,0,1,1,1,1,1,1,1,3.4,1
151,269317588,2,2,9,40.0,21,4,0,135000.0,3,0,3,0,1,1,1,1,1,2.4,1
152,273650910,2,2,9,89.4,5,2,0,135000.0,2,0,1,2,1,1,1,1,1,3.06,1
153,273823802,3,2,6,90.0,4,2,0,145000.0,3,0,2,2,1,1,1,1,1,3.06,1
154,272821193,3,2,5,90.0,7,2,1,150000.0,2,0,1,2,1,1,1,1,1,3.2,1
155,274103646,3,2,6,100.0,5,2,1,150000.0,1,0,3,2,1,1,1,1,1,3.06,1
156,236632140,2,2,9,43.3,12,4,0,150000.0,3,0,2,0,0,1,1,1,1,4.0,1
157,274478078,3,2,8,110.0,10,6,1,160000.0,2,1,1,1,1,1,1,1,1,3.0,1
158,272710931,2,1,7,120.0,4,2,0,165000.0,2,1,1,0,1,1,1,1,1,3.0,0
159,272047599,3,2,6,117.0,8,2,1,170000.0,2,0,1,2,1,1,1,1,1,3.0,1
160,273235893,3,1,10,120.0,4,5,1,180000.0,2,2,2,1,1,1,1,1,1,3.0,1
161,271487126,4,2,10,96.0,3,2,0,180000.0,2,1,3,2,1,1,1,1,1,3.06,1
162,236952590,2,2,8,120.0,4,2,1,190000.0,1,0,2,1,1,1,1,1,1,4.0,1
163,267882068,3,1,9,120.0,2,2,0,195000.0,3,2,3,1,1,1,1,1,1,3.06,1
164,271577440,2,2,10,75.0,4,5,1,200000.0,3,0,1,2,1,1,1,1,1,3.2,1
165,273795577,3,2,5,99.0,3,4,0,200000.0,3,2,2,2,1,1,1,1,1,3.06,1
166,271764581,4,2,10,130.0,4,2,1,220000.0,3,0,2,1,1,1,1,1,1,3.2,1
167,274744370,3,2,9,120.0,5,2,1,230000.0,3,2,2,2,1,1,1,1,0,3.06,1
168,274442273,3,2,7,105.0,2,4,1,250000.0,2,0,4,0,1,1,1,1,1,3.06,1
169,273689040,3,2,9,115.0,7,4,1,250000.0,2,3,2,2,1,1,1,1,1,3.0,1
170,274455073,5,2,7,165.0,4,2,1,250000.0,2,0,3,2,1,1,1,1,1,3.2,1
171,272262503,1,2,9,65.0,2,2,1,270000.0,3,0,1,2,1,1,1,1,1,3.06,1
172,267127816,2,2,20,76.0,6,5,1,270000.0,2,0,3,0,1,0,1,0,1,3.0,1
173,274999073,3,2,4,126.0,9,2,1,300000.0,2,1,2,2,1,1,1,0,1,3.2,1
174,273894772,3,2,10,124.0,10,2,1,300000.0,2,0,2,0,1,1,1,1,1,3.2,1
175,274085397,2,2,5,130.0,2,2,1,330000.0,3,0,3,0,1,1,1,1,1,3.8,1
176,269357269,4,2,5,190.0,2,2,1,330000.0,2,0,2,1,1,1,1,1,1,3.2,1
177,273906122,4,2,4,178.0,13,4,1,350000.0,3,2,2,1,1,1,1,1,1,3.0,1
178,241709509,4,2,15,135.0,9,6,1,350000.0,2,1,2,0,1,1,1,1,1,3.0,1
179,267357413,4,2,9,130.0,9,2,1,350000.0,3,0,0,0,0,1,1,1,1,3.06,0
180,268872145,4,2,10,212.0,6,2,0,350000.0,2,0,3,2,1,1,1,1,1,3.2,1
181,272718014,4,2,9,178.0,13,5,0,350000.0,2,1,6,0,1,1,0,0,0,3.06,1
182,274095176,4,2,5,201.0,3,2,0,360000.0,3,0,3,2,1,1,1,1,1,3.06,1
183,272406227,5,2,9,181.0,5,2,1,370000.0,3,1,4,0,1,1,1,1,1,3.4,1
184,269938440,2,2,15,123.6,7,4,0,400000.0,2,0,3,2,1,1,1,1,1,3.06,0
185,265972115,3,2,8,129.0,5,4,0,400000.0,3,0,2,0,1,1,1,1,0,3.06,1
186,272294030,4,2,7,176.0,2,2,1,400000.0,2,1,4,2,0,1,1,1,1,3.2,1
187,271917911,4,2,9,190.0,7,4,1,400000.0,3,0,3,2,1,1,1,1,1,3.3,1
188,272096512,4,2,7,180.0,6,2,1,450000.0,2,0,2,1,1,1,1,1,1,3.2,1
189,271453191,4,0,9,247.0,13,2,0,500000.0,3,1,4,2,1,1,1,1,1,3.0,1
190,259213637,3,2,2,110.0,5,4,1,500000.0,3,2,2,0,1,1,1,1,1,3.3,1
191,271066176,5,2,7,180.0,7,2,1,500000.0,2,3,3,2,1,1,1,1,1,3.2,1
192,274431441,4,2,8,300.0,6,2,1,500000.0,2,1,3,2,1,1,1,1,1,3.2,1
193,274751643,3,2,9,190.0,7,4,1,500000.0,3,0,4,2,0,1,1,1,1,3.0,1
194,272470364,5,2,9,180.0,6,4,0,500000.0,3,2,2,2,1,1,1,1,1,3.06,1
195,271499362,4,1,6,209.0,5,4,0,550000.0,1,0,3,1,1,1,1,1,1,3.06,1
196,265591858,3,2,6,173.1,10,4,1,550000.0,3,2,2,1,1,1,1,1,1,3.2,1
197,267743247,6,2,7,336.0,4,2,1,590000.0,2,0,4,2,0,1,1,1,1,3.2,1
198,270598847,4,2,4,190.0,4,2,1,600000.0,2,0,2,2,1,1,1,1,1,3.2,1
199,271983799,6,2,6,258.0,11,2,1,600000.0,2,1,3,1,1,1,1,1,1,3.2,1
200,274686779,3,0,4,76.0,13,1,0,60000.0,1,3,2,1,1,1,1,1,1,2.74,1
201,274862000,1,0,25,35.3,9,4,0,36000.0,2,2,1,2,1,1,1,1,1,2.6,1
202,274747534,2,0,25,71.7,9,4,0,55000.0,2,2,1,1,1,1,1,0,1,2.7,1
203,273551383,1,0,20,41.2,13,1,0,36000.0,1,2,2,2,1,1,1,1,1,3.06,1
204,273693111,3,0,10,70.0,9,1,1,65000.0,2,1,4,1,1,1,1,1,1,2.4,1
205,273510895,1,0,4,40.0,8,1,0,30000.0,1,2,1,1,1,1,1,1,1,2.74,1
206,265111957,2,0,4,57.0,12,1,1,45000.0,1,1,2,1,1,1,1,1,1,2.64,1
207,267761830,1,0,20,42.0,14,4,0,35000.0,1,1,2,1,1,1,1,1,1,3.06,1
208,271601843,3,0,9,68.0,8,3,0,48000.0,2,2,2,1,1,1,1,1,1,3.06,1
209,275004836,3,0,11,82.0,4,1,0,55000.0,1,1,2,0,,,,,,3.06,0
210,273907511,1,0,10,41.0,10,1,1,29999.0,1,1,1,2,1,1,1,1,1,2.64,1
211,235355662,1,0,4,37.0,14,1,0,38000.0,2,1,2,0,1,1,1,1,0,3.0,1
212,268903569,3,0,14,87.0,14,1,0,80000.0,1,1,4,1,1,0,0,1,1,2.7,1
213,274794055,3,0,11,84.0,6,1,0,95000.0,1,0,1,1,1,0,0,1,1,3.06,0
214,274455296,1,0,7,38.0,4,4,0,28000.0,1,2,2,1,1,1,1,1,0,3.06,1
215,274838267,1,0,20,38.0,11,1,0,28000.0,1,2,1,0,1,1,1,1,0,2.74,1
216,274905945,1,0,11,35.0,9,1,1,29000.0,1,2,0,1,1,1,1,1,1,2.64,1
217,273089522,1,0,15,30.0,-1,4,1,30000.0,2,0,1,1,1,1,1,1,1,3.1,0
218,272169225,1,0,20,38.0,14,5,1,30000.0,1,1,1,1,1,1,1,0,1,2.74,1
219,274177400,1,0,20,40.0,9,1,0,30000.0,1,2,1,1,1,1,1,1,1,2.64,1
220,273379337,1,0,20,38.0,16,1,1,30000.0,1,2,0,0,1,1,1,1,1,2.64,1
221,274164058,1,0,8,38.0,3,2,0,32000.0,1,1,1,2,1,1,1,1,1,3.06,0
222,273764363,1,0,20,42.4,7,1,0,32000.0,1,1,2,1,1,1,1,1,1,3.06,1
223,274173656,1,0,12,44.7,10,2,1,35000.0,1,2,1,0,1,1,1,1,1,3.06,1
224,274063411,2,0,22,58.0,6,1,1,36000.0,1,2,2,0,1,1,1,1,1,2.64,1
225,236543080,1,0,10,36.0,3,2,0,38000.0,2,1,1,2,1,1,1,1,1,3.06,1
226,256888072,1,0,19,42.0,12,1,1,38000.0,2,3,2,0,1,1,1,1,1,2.75,1
227,271083068,1,0,9,41.2,13,2,0,40000.0,2,1,2,0,0,1,0,0,1,3.06,1
228,274622371,2,0,15,64.0,7,1,0,40000.0,1,1,2,2,1,1,1,1,1,2.74,1
229,274917579,2,0,10,55.0,4,4,1,40000.0,2,4,2,1,1,1,1,1,0,3.06,1
230,274922675,1,0,7,35.0,14,4,1,40000.0,2,2,2,1,1,1,1,1,1,3.06,1
231,274482454,2,0,10,63.8,4,1,1,40000.0,1,2,2,1,1,1,1,1,0,3.06,1
232,274099537,2,0,19,67.0,5,4,0,43000.0,2,2,2,1,1,1,1,1,1,3.06,1
233,167911714,1,0,9,38.8,16,1,1,45000.0,3,1,1,0,1,1,1,1,1,2.64,1
234,274632558,3,0,15,56.0,10,1,0,45000.0,1,4,1,1,1,1,1,1,1,2.64,1
235,273080406,3,0,9,75.0,6,2,1,45000.0,2,3,2,0,,,,,,3.06,1
236,273202959,2,0,17,55.0,6,1,1,47000.0,2,2,0,1,1,1,1,1,1,3.0,1
237,270816267,3,0,18,82.0,4,1,0,65000.0,2,4,1,1,1,1,1,1,1,3.06,1
238,274580039,2,0,10,70.0,3,2,0,70000.0,3,0,1,0,1,1,1,1,1,3.06,0
239,274945662,1,0,15,40.0,5,1,0,26000.0,1,2,2,0,1,1,1,1,1,2.75,1
240,228335421,1,0,5,31.0,6,2,1,27000.0,2,2,1,2,1,1,1,1,1,3.06,1
241,256834307,1,0,5,35.0,7,2,1,29000.0,2,1,1,1,0,1,1,1,1,3.06,1
242,274687179,1,0,14,27.0,5,4,0,30000.0,2,0,0,1,1,1,1,1,1,3.06,0
243,230487451,1,0,10,40.0,8,1,0,30000.0,1,1,1,2,1,1,1,1,1,2.74,1
244,170068347,1,0,9,41.0,5,2,1,30000.0,2,2,2,1,1,1,1,1,1,3.06,1
245,273476724,1,0,13,32.0,4,2,0,30000.0,1,0,1,2,1,1,1,1,0,3.06,0
246,242234098,1,0,4,45.0,2,4,0,30000.0,1,2,2,2,1,1,1,1,0,3.06,0
247,271203810,1,0,9,38.0,3,3,0,32000.0,1,1,0,2,1,1,1,1,1,260.0,1
248,274831384,1,0,8,42.0,7,4,1,33000.0,1,2,2,1,1,1,1,1,1,2.7,1
249,274091308,1,0,18,39.0,12,1,0,33500.0,2,2,1,0,1,1,1,1,1,3.0,1
250,262355297,1,0,23,38.5,7,1,0,34000.0,1,2,0,1,1,1,1,1,1,2.75,1
251,273815149,1,0,8,46.0,10,2,1,38000.0,3,2,1,0,1,1,1,1,1,2.8,1
252,274259730,1,0,10,34.0,9,2,1,40000.0,3,2,1,0,1,1,1,1,1,3.06,1
253,272275267,1,0,27,44.0,8,2,0,40000.0,1,2,0,0,1,1,1,1,0,3.06,1
254,273151859,1,0,17,38.0,11,1,1,40000.0,1,2,1,1,1,1,1,1,1,3.0,1
255,274846125,2,0,11,55.4,13,2,1,44000.0,1,4,0,2,0,0,1,1,0,3.06,0
256,270525077,1,0,14,29.0,10,4,0,45000.0,1,1,1,1,1,1,1,1,1,3.06,0
257,262081183,2,0,24,57.0,13,1,0,47000.0,2,2,2,1,1,1,1,1,0,2.64,1
258,274460195,1,0,17,38.0,10,2,1,49000.0,2,2,1,1,0,0,1,1,0,3.06,0
259,274974124,2,0,15,44.0,11,2,1,54500.0,2,2,1,1,0,0,1,1,0,3.06,0
260,274055451,3,0,9,70.0,9,2,1,71000.0,2,1,4,1,0,0,1,1,0,3.06,0
261,274393865,3,0,6,87.0,14,4,1,80000.0,2,3,4,1,1,1,1,1,1,3.06,1
262,269265022,3,0,6,84.0,6,2,1,90000.0,3,1,1,1,1,1,1,1,1,3.06,1
263,273593681,3,0,19,77.0,14,2,1,92000.0,2,2,2,2,0,0,1,1,0,3.06,0
264,263724076,3,0,35,84.0,6,4,1,95000.0,3,1,0,0,1,1,1,1,1,2.8,1
265,274689762,3,0,15,96.0,5,1,1,100000.0,2,2,1,1,1,1,1,1,1,2.7,1
266,251618576,2,0,23,60.0,14,1,1,46000.0,2,1,0,2,1,1,1,1,1,2.75,1
267,186299640,1,0,9,38.0,3,1,0,32000.0,1,2,1,1,1,1,1,1,0,3.0,0
